fips,state_name,county_name,pop_2024,latitude,longitude
19001,Iowa,Adair County,7431,41.328528,-94.478164
19003,Iowa,Adams County,3606,41.021656,-94.696906
19005,Iowa,Allamakee County,14184,43.274964,-91.382751
19007,Iowa,Appanoose County,12106,40.744249,-92.873062
19009,Iowa,Audubon County,5562,41.679178,-94.904312
19011,Iowa,Benton County,25799,42.092547,-92.05763
19013,Iowa,Black Hawk County,132348,42.471132,-92.3076
19015,Iowa,Boone County,26729,42.038623,-93.938605
19017,Iowa,Bremer County,25328,42.780895,-92.327356
19019,Iowa,Buchanan County,20733,42.470328,-91.838666
19021,Iowa,Buena Vista County,20816,42.741522,-95.141432
19023,Iowa,Butler County,14156,42.734757,-92.780153
19025,Iowa,Calhoun County,9711,42.386061,-94.643602
19027,Iowa,Carroll County,20407,42.039502,-94.86765
19029,Iowa,Cass County,13024,41.333824,-94.933302
19031,Iowa,Cedar County,18231,41.77236,-91.132611
19033,Iowa,Cerro Gordo County,42493,43.074975,-93.250965
19035,Iowa,Cherokee County,11658,42.742737,-95.633262
19037,Iowa,Chickasaw County,11719,43.059741,-92.31721
19039,Iowa,Clarke County,9524,41.029726,-93.785259
19041,Iowa,Clay County,16474,43.081224,-95.149875
19043,Iowa,Clayton County,16931,42.840985,-91.323576
19045,Iowa,Clinton County,46015,41.898073,-90.534243
19047,Iowa,Crawford County,16378,42.043119,-95.38909
19049,Iowa,Dallas County,115343,41.68532,-94.040706
19051,Iowa,Davis County,9193,40.748089,-92.410345
19053,Iowa,Decatur County,7656,40.736379,-93.78458
19055,Iowa,Delaware County,17609,42.473014,-91.366767
19057,Iowa,Des Moines County,38411,40.915339,-91.186925
19059,Iowa,Dickinson County,18158,43.389611,-95.196057
19061,Iowa,Dubuque County,99242,42.463481,-90.878771
19063,Iowa,Emmet County,9162,43.377984,-94.66937
19065,Iowa,Fayette County,19152,42.864122,-91.840376
19067,Iowa,Floyd County,15008,43.052741,-92.787367
19069,Iowa,Franklin County,10024,42.736545,-93.271415
19071,Iowa,Fremont County,6494,40.74259,-95.599182
19073,Iowa,Greene County,8662,42.042513,-94.388727
19075,Iowa,Grundy County,12405,42.403339,-92.790244
19077,Iowa,Guthrie County,10774,41.683573,-94.501272
19079,Iowa,Hamilton County,14856,42.390789,-93.70913
19081,Iowa,Hancock County,10616,43.075411,-93.743697
19083,Iowa,Hardin County,16464,42.390208,-93.241669
19085,Iowa,Harrison County,14626,41.688584,-95.827149
19087,Iowa,Henry County,19361,40.984802,-91.547259
19089,Iowa,Howard County,9360,43.365312,-92.321908
19091,Iowa,Humboldt County,9617,42.782221,-94.202775
19093,Iowa,Ida County,6810,42.39186,-95.507421
19095,Iowa,Iowa County,16423,41.683918,-92.059123
19097,Iowa,Jackson County,19390,42.164226,-90.574582
19099,Iowa,Jasper County,38107,41.685551,-93.054147
19101,Iowa,Jefferson County,15781,41.006376,-91.966628
19103,Iowa,Johnson County,160080,41.670668,-91.590529
19105,Iowa,Jones County,21116,42.125118,-91.116914
19107,Iowa,Keokuk County,9855,41.331182,-92.167721
19109,Iowa,Kossuth County,14408,43.212336,-94.213971
19111,Iowa,Lee County,32376,40.647588,-91.477157
19113,Iowa,Linn County,231762,42.077951,-91.597674
19115,Iowa,Louisa County,10630,41.218211,-91.256994
19117,Iowa,Lucas County,8758,41.033321,-93.331462
19119,Iowa,Lyon County,12378,43.38358,-96.207201
19121,Iowa,Madison County,17161,41.330622,-94.015184
19123,Iowa,Mahaska County,22034,41.330797,-92.636366
19125,Iowa,Marion County,34048,41.331433,-93.093868
19127,Iowa,Marshall County,40392,42.0417,-92.981403
19129,Iowa,Mills County,14717,41.033703,-95.619101
19131,Iowa,Mitchell County,10632,43.348564,-92.784466
19133,Iowa,Monona County,8429,42.049432,-95.956566
19135,Iowa,Monroe County,7373,41.028847,-92.869642
19137,Iowa,Montgomery County,10063,41.021735,-95.15779
19139,Iowa,Muscatine County,42132,41.483776,-91.118699
19141,Iowa,O'Brien County,14260,43.083746,-95.625624
19143,Iowa,Osceola County,6036,43.378542,-95.633788
19145,Iowa,Page County,15038,40.739097,-95.144301
19147,Iowa,Palo Alto County,8809,43.075337,-94.669055
19149,Iowa,Plymouth County,25825,42.737615,-96.215973
19151,Iowa,Pocahontas County,7006,42.734033,-94.678279
19153,Iowa,Polk County,516185,41.684816,-93.568971
19155,Iowa,Pottawattamie County,93529,41.340184,-95.544905
19157,Iowa,Poweshiek County,18454,41.684642,-92.522934
19159,Iowa,Ringgold County,4608,40.735334,-94.244251
19161,Iowa,Sac County,9533,42.387526,-95.105224
19163,Iowa,Scott County,175601,41.642079,-90.622289
19165,Iowa,Shelby County,11821,41.679014,-95.308917
19167,Iowa,Sioux County,36554,43.082618,-96.17798
19169,Iowa,Story County,102498,42.037538,-93.466093
19171,Iowa,Tama County,16738,42.074848,-92.529411
19173,Iowa,Taylor County,5825,40.737949,-94.697108
19175,Iowa,Union County,11955,41.02855,-94.245091
19177,Iowa,Van Buren County,7217,40.754117,-91.952943
19179,Iowa,Wapello County,35681,41.031275,-92.409466
19181,Iowa,Warren County,56343,41.332446,-93.568751
19183,Iowa,Washington County,22631,41.329401,-91.725052
19185,Iowa,Wayne County,6622,40.739983,-93.332613
19187,Iowa,Webster County,36909,42.433579,-94.175831
19189,Iowa,Winnebago County,10383,43.378124,-93.743488
19191,Iowa,Winneshiek County,19723,43.292989,-91.850788
19193,Iowa,Woodbury County,107257,42.39322,-96.053296
19195,Iowa,Worth County,7307,43.373491,-93.248533
19197,Iowa,Wright County,12729,42.733007,-93.734735
20001,Kansas,Allen County,12425,37.884228,-95.300945
20003,Kansas,Anderson County,7908,38.215114,-95.292046
20005,Kansas,Atchison County,16249,39.532544,-95.313397
20007,Kansas,Barber County,4070,37.222906,-98.685052
20009,Kansas,Barton County,24835,38.481239,-98.767837
20011,Kansas,Bourbon County,14424,37.8561,-94.850928
20013,Kansas,Brown County,9142,39.825931,-95.569905
20015,Kansas,Butler County,69158,37.773649,-96.83884
20017,Kansas,Chase County,2507,38.299475,-96.594029
20019,Kansas,Chautauqua County,3339,37.154259,-96.245396
20021,Kansas,Cherokee County,19133,37.169392,-94.845698
20023,Kansas,Cheyenne County,2646,39.789901,-101.727317
20025,Kansas,Clark County,1873,37.233831,-99.813869
20027,Kansas,Clay County,7969,39.344964,-97.168853
20029,Kansas,Cloud County,8723,39.487329,-97.64139
20031,Kansas,Coffey County,8301,38.23645,-95.729137
20033,Kansas,Comanche County,1694,37.181442,-99.251293
20035,Kansas,Cowley County,34186,37.234507,-96.837247
20037,Kansas,Crawford County,38904,37.505821,-94.853897
20039,Kansas,Decatur County,2716,39.783542,-100.459708
20041,Kansas,Dickinson County,18621,38.867735,-97.157943
20043,Kansas,Doniphan County,7575,39.788502,-95.147225
20045,Kansas,Douglas County,121989,38.896417,-95.290947
20047,Kansas,Edwards County,2731,37.883595,-99.304746
20049,Kansas,Elk County,2436,37.456026,-96.244642
20051,Kansas,Ellis County,29007,38.914597,-99.317313
20053,Kansas,Ellsworth County,6316,38.700845,-98.205355
20055,Kansas,Finney County,38354,38.049808,-100.739967
20057,Kansas,Ford County,34072,37.68851,-99.884743
20059,Kansas,Franklin County,26273,38.558019,-95.278962
20061,Kansas,Geary County,35459,39.002139,-96.7681
20063,Kansas,Gove County,2658,38.917239,-100.48736
20065,Kansas,Graham County,2370,39.354972,-99.879894
20067,Kansas,Grant County,7097,37.547537,-101.299362
20069,Kansas,Gray County,5730,37.744513,-100.451716
20071,Kansas,Greeley County,1152,38.480404,-101.80597
20073,Kansas,Greenwood County,5871,37.879347,-96.241732
20075,Kansas,Hamilton County,2488,37.995244,-101.793689
20077,Kansas,Harper County,5413,37.188184,-98.06659
20079,Kansas,Harvey County,33642,38.050144,-97.436706
20081,Kansas,Haskell County,3591,37.554979,-100.879952
20083,Kansas,Hodgeman County,1673,38.087493,-99.898407
20085,Kansas,Jackson County,13525,39.411096,-95.794492
20087,Kansas,Jefferson County,18332,39.239644,-95.375314
20089,Kansas,Jewell County,2899,39.777005,-98.222619
20091,Kansas,Johnson County,632276,38.883907,-94.82233
20093,Kansas,Kearny County,3808,37.994461,-101.308136
20095,Kansas,Kingman County,6946,37.552951,-98.144529
20097,Kansas,Kiowa County,2436,37.561231,-99.286539
20099,Kansas,Labette County,19692,37.191468,-95.297473
20101,Kansas,Lane County,1482,38.481286,-100.466185
20103,Kansas,Leavenworth County,84670,39.189511,-95.038977
20105,Kansas,Lincoln County,2928,39.04728,-98.214284
20107,Kansas,Linn County,9841,38.216549,-94.844932
20109,Kansas,Logan County,2694,38.91327,-101.157402
20111,Kansas,Lyon County,32520,38.455403,-96.161641
20113,Kansas,McPherson County,30334,38.395812,-97.647489
20115,Kansas,Marion County,11670,38.359647,-97.102771
20117,Kansas,Marshall County,9950,39.782709,-96.521243
20119,Kansas,Meade County,3892,37.243886,-100.360094
20121,Kansas,Miami County,35737,38.566772,-94.832963
20123,Kansas,Mitchell County,5803,39.393026,-98.207362
20125,Kansas,Montgomery County,30459,37.189537,-95.742403
20127,Kansas,Morris County,5279,38.688204,-96.651448
20129,Kansas,Morton County,2485,37.185249,-101.809516
20131,Kansas,Nemaha County,10062,39.791043,-96.005381
20133,Kansas,Neosho County,15552,37.564283,-95.315682
20135,Kansas,Ness County,2617,38.480437,-99.908745
20137,Kansas,Norton County,5335,39.783867,-99.899235
20139,Kansas,Osage County,15737,38.650215,-95.708255
20141,Kansas,Osborne County,3353,39.348261,-98.767942
20143,Kansas,Ottawa County,5853,39.137963,-97.654802
20145,Kansas,Pawnee County,6012,38.181477,-99.234772
20147,Kansas,Phillips County,4733,39.784506,-99.34215
20149,Kansas,Pottawatomie County,26876,39.382187,-96.337113
20151,Kansas,Pratt County,9137,37.647594,-98.74012
20153,Kansas,Rawlins County,2432,39.786198,-101.076738
20155,Kansas,Reno County,61417,37.948185,-98.078346
20157,Kansas,Republic County,4613,39.828906,-97.650883
20159,Kansas,Rice County,9284,38.347178,-98.201415
20161,Kansas,Riley County,72557,39.29121,-96.727488
20163,Kansas,Rooks County,4748,39.346006,-99.324492
20165,Kansas,Rush County,2810,38.523596,-99.309184
20167,Kansas,Russell County,6620,38.91604,-98.770949
20169,Kansas,Saline County,53459,38.791804,-97.651478
20171,Kansas,Scott County,4914,38.481877,-100.90636
20173,Kansas,Sedgwick County,536081,37.681045,-97.461054
20175,Kansas,Seward County,21276,37.18096,-100.855257
20177,Kansas,Shawnee County,177942,39.041805,-95.755664
20179,Kansas,Sheridan County,2397,39.350547,-100.441228
20181,Kansas,Sherman County,5796,39.351352,-101.719859
20183,Kansas,Smith County,3541,39.78466,-98.785429
20185,Kansas,Stafford County,3901,38.03563,-98.719889
20187,Kansas,Stanton County,2071,37.565932,-101.789383
20189,Kansas,Stevens County,5035,37.2017,-101.317268
20191,Kansas,Sumner County,22336,37.236662,-97.493352
20193,Kansas,Thomas County,7802,39.357713,-101.083386
20195,Kansas,Trego County,2774,38.921302,-99.865423
20197,Kansas,Wabaunsee County,7112,38.955154,-96.201262
20199,Kansas,Wallace County,1472,38.926626,-101.771103
20201,Kansas,Washington County,5572,39.776714,-97.095611
20203,Kansas,Wichita County,2072,38.481922,-101.347434
20205,Kansas,Wilson County,8398,37.558515,-95.745175
20207,Kansas,Woodson County,3111,37.888193,-95.758469
20209,Kansas,Wyandotte County,169418,39.115384,-94.763087
21001,Kentucky,Adair County,19239,37.105559,-85.28138
21003,Kentucky,Allen County,22037,36.75077,-86.192458
21005,Kentucky,Anderson County,24883,38.005396,-84.986417
21007,Kentucky,Ballard County,7626,37.051323,-89.010367
21009,Kentucky,Barren County,45609,36.962805,-85.932108
21011,Kentucky,Bath County,12951,38.152249,-83.737641
21013,Kentucky,Bell County,23051,36.728928,-83.680718
21015,Kentucky,Boone County,144135,38.9589,-84.736371
21017,Kentucky,Bourbon County,20333,38.202562,-84.20986
21019,Kentucky,Boyd County,47777,38.360003,-82.681406
21021,Kentucky,Boyle County,31394,37.618104,-84.868352
21023,Kentucky,Bracken County,8497,38.680365,-84.115235
21025,Kentucky,Breathitt County,12804,37.517807,-83.317158
21027,Kentucky,Breckinridge County,21221,37.777988,-86.432919
21029,Kentucky,Bullitt County,85802,37.969945,-85.702635
21031,Kentucky,Butler County,12551,37.207013,-86.682471
21033,Kentucky,Caldwell County,12611,37.148642,-87.870509
21035,Kentucky,Calloway County,38975,36.620978,-88.274086
21037,Kentucky,Campbell County,94008,38.946981,-84.379583
21039,Kentucky,Carlisle County,4777,36.85718,-88.976614
21041,Kentucky,Carroll County,11111,38.668394,-85.124024
21043,Kentucky,Carter County,26098,38.314094,-83.038988
21045,Kentucky,Casey County,15948,37.321962,-84.92822
21047,Kentucky,Christian County,71006,36.892059,-87.492986
21049,Kentucky,Clark County,37673,37.970314,-84.145115
21051,Kentucky,Clay County,19592,37.164273,-83.715454
21053,Kentucky,Clinton County,9183,36.727258,-85.136098
21055,Kentucky,Crittenden County,8982,37.358149,-88.10501
21057,Kentucky,Cumberland County,6047,36.782372,-85.388484
21059,Kentucky,Daviess County,104457,37.731671,-87.087139
21061,Kentucky,Edmonson County,12635,37.227514,-86.218015
21063,Kentucky,Elliott County,7263,38.116883,-83.096116
21065,Kentucky,Estill County,14002,37.692449,-83.963983
21067,Kentucky,Fayette County,329437,38.040678,-84.458272
21069,Kentucky,Fleming County,15591,38.367848,-83.699205
21071,Kentucky,Floyd County,34532,37.552456,-82.739724
21073,Kentucky,Franklin County,52442,38.234919,-84.868786
21075,Kentucky,Fulton County,6282,36.552511,-89.187659
21077,Kentucky,Gallatin County,8805,38.755663,-84.865143
21079,Kentucky,Garrard County,18040,37.630162,-84.545856
21081,Kentucky,Grant County,25722,38.649167,-84.625924
21083,Kentucky,Graves County,36821,36.723344,-88.649897
21085,Kentucky,Grayson County,27070,37.458577,-86.344011
21087,Kentucky,Green County,11552,37.278065,-85.537925
21089,Kentucky,Greenup County,35273,38.563562,-82.93382
21091,Kentucky,Hancock County,9013,37.843325,-86.792761
21093,Kentucky,Hardin County,112826,37.695836,-85.963183
21095,Kentucky,Harlan County,25052,36.859223,-83.221497
21097,Kentucky,Harrison County,19525,38.444578,-84.334131
21099,Kentucky,Hart County,19923,37.305827,-85.878443
21101,Kentucky,Henderson County,44175,37.792542,-87.572577
21103,Kentucky,Henry County,16198,38.451383,-85.119647
21105,Kentucky,Hickman County,4393,36.675896,-88.972084
21107,Kentucky,Hopkins County,45218,37.31107,-87.542196
21109,Kentucky,Jackson County,13358,37.403458,-84.020576
21111,Kentucky,Jefferson County,793881,38.189532,-85.657624
21113,Kentucky,Jessamine County,56495,37.873291,-84.58396
21115,Kentucky,Johnson County,22098,37.847756,-82.830121
21117,Kentucky,Kenton County,174862,38.930503,-84.533438
21119,Kentucky,Knott County,13438,37.354368,-82.952546
21121,Kentucky,Knox County,29657,36.8885,-83.855551
21123,Kentucky,Larue County,15128,37.544462,-85.696841
21125,Kentucky,Laurel County,63353,37.113268,-84.119395
21127,Kentucky,Lawrence County,15798,38.074453,-82.73829
21129,Kentucky,Lee County,7313,37.608116,-83.719248
21131,Kentucky,Leslie County,9729,37.087846,-83.388617
21133,Kentucky,Letcher County,20139,37.118536,-82.861251
21135,Kentucky,Lewis County,12875,38.535047,-83.370143
21137,Kentucky,Lincoln County,24910,37.457174,-84.658335
21139,Kentucky,Livingston County,8815,37.209517,-88.363426
21141,Kentucky,Logan County,28467,36.859607,-86.881288
21143,Kentucky,Lyon County,9078,37.023976,-88.083391
21145,Kentucky,McCracken County,67550,37.054111,-88.712454
21147,Kentucky,McCreary County,16824,36.731136,-84.491052
21149,Kentucky,McLean County,9126,37.526707,-87.265597
21151,Kentucky,Madison County,99582,37.725511,-84.278362
21153,Kentucky,Magoffin County,11118,37.698983,-83.069721
21155,Kentucky,Marion County,19851,37.552604,-85.268959
21157,Kentucky,Marshall County,31734,36.882017,-88.332752
21159,Kentucky,Martin County,10696,37.796774,-82.506623
21161,Kentucky,Mason County,16956,38.594137,-83.828125
21163,Kentucky,Meade County,30442,37.967476,-86.200863
21165,Kentucky,Menifee County,6341,37.935485,-83.589355
21167,Kentucky,Mercer County,23515,37.812085,-84.879695
21169,Kentucky,Metcalfe County,10558,36.99243,-85.633456
21171,Kentucky,Monroe County,11163,36.714077,-85.713508
21173,Kentucky,Montgomery County,28771,38.038109,-83.912416
21175,Kentucky,Morgan County,14300,37.92294,-83.258944
21177,Kentucky,Muhlenberg County,30512,37.213816,-87.134092
21179,Kentucky,Nelson County,48706,37.80312,-85.465931
21181,Kentucky,Nicholas County,7816,38.338031,-84.026223
21183,Kentucky,Ohio County,23933,37.477859,-86.844871
21185,Kentucky,Oldham County,70525,38.400127,-85.45615
21187,Kentucky,Owen County,11435,38.499395,-84.84159
21189,Kentucky,Owsley County,3928,37.423622,-83.691637
21191,Kentucky,Pendleton County,14844,38.696284,-84.351943
21193,Kentucky,Perry County,26739,37.241282,-83.217772
21195,Kentucky,Pike County,55430,37.486031,-82.410912
21197,Kentucky,Powell County,12928,37.809567,-83.831235
21199,Kentucky,Pulaski County,66842,37.107428,-84.576969
21201,Kentucky,Robertson County,2382,38.513473,-84.06423
21203,Kentucky,Rockcastle County,16226,37.36105,-84.314368
21205,Kentucky,Rowan County,24675,38.204266,-83.428079
21207,Kentucky,Russell County,18458,36.990587,-85.05495
21209,Kentucky,Scott County,61700,38.28571,-84.57834
21211,Kentucky,Shelby County,50124,38.239011,-85.228247
21213,Kentucky,Simpson County,20350,36.740929,-86.581787
21215,Kentucky,Spencer County,20823,38.025313,-85.317312
21217,Kentucky,Taylor County,26809,37.36621,-85.328059
21219,Kentucky,Todd County,12757,36.840338,-87.183642
21221,Kentucky,Trigg County,14559,36.807681,-87.858652
21223,Kentucky,Trimble County,8591,38.62004,-85.351208
21225,Kentucky,Union County,13178,37.658029,-87.95165
21227,Kentucky,Warren County,147936,36.995634,-86.423579
21229,Kentucky,Washington County,12269,37.754209,-85.175416
21231,Kentucky,Wayne County,19629,36.800772,-84.82659
21233,Kentucky,Webster County,12854,37.520375,-87.685206
21235,Kentucky,Whitley County,37233,36.758024,-84.144648
21237,Kentucky,Wolfe County,6364,37.743893,-83.49511
21239,Kentucky,Woodford County,27728,38.043103,-84.748855
22001,Louisiana,Acadia Parish,56604,30.291497,-92.411037
22003,Louisiana,Allen Parish,22501,30.652744,-92.819605
22005,Louisiana,Ascension Parish,133534,30.206444,-90.912502
22007,Louisiana,Assumption Parish,20050,29.9033,-91.065219
22009,Louisiana,Avoyelles Parish,38373,31.088503,-91.983275
22011,Louisiana,Beauregard Parish,36695,30.645018,-93.340253
22013,Louisiana,Bienville Parish,12412,32.340952,-93.041151
22015,Louisiana,Bossier Parish,131102,32.698481,-93.626561
22017,Louisiana,Caddo Parish,224893,32.580106,-93.88497
22019,Louisiana,Calcasieu Parish,206861,30.229559,-93.358015
22021,Louisiana,Caldwell Parish,9393,32.101219,-92.114231
22023,Louisiana,Cameron Parish,4678,29.871812,-93.164948
22025,Louisiana,Catahoula Parish,8280,31.666517,-91.846703
22027,Louisiana,Claiborne Parish,13537,32.82716,-92.989728
22029,Louisiana,Concordia Parish,17797,31.469805,-91.626315
22031,Louisiana,De Soto Parish,27274,32.059248,-93.740797
22033,Louisiana,East Baton Rouge Parish,453022,30.54393,-91.093131
22035,Louisiana,East Carroll Parish,6892,32.73017,-91.234141
22037,Louisiana,East Feliciana Parish,19112,30.839784,-91.043434
22039,Louisiana,Evangeline Parish,31745,30.720693,-92.404086
22041,Louisiana,Franklin Parish,19107,32.139076,-91.672371
22043,Louisiana,Grant Parish,22109,31.597787,-92.561716
22045,Louisiana,Iberia Parish,67540,29.606013,-91.842706
22047,Louisiana,Iberville Parish,29766,30.270658,-91.36587
22049,Louisiana,Jackson Parish,14797,32.30429,-92.5617
22051,Louisiana,Jefferson Parish,427253,29.5033,-90.036231
22053,Louisiana,Jefferson Davis Parish,31436,30.269529,-92.816221
22055,Louisiana,Lafayette Parish,254241,30.206507,-92.06417
22057,Louisiana,Lafourche Parish,95342,29.491992,-90.394849
22059,Louisiana,LaSalle Parish,14702,31.680083,-92.161596
22061,Louisiana,Lincoln Parish,48243,32.601823,-92.662303
22063,Louisiana,Livingston Parish,152886,30.440419,-90.727474
22065,Louisiana,Madison Parish,9093,32.346878,-91.231932
22067,Louisiana,Morehouse Parish,23787,32.820008,-91.800399
22069,Louisiana,Natchitoches Parish,35982,31.732509,-93.082546
22071,Louisiana,Orleans Parish,362701,30.05342,-89.934502
22073,Louisiana,Ouachita Parish,157874,32.480932,-92.151581
22075,Louisiana,Plaquemines Parish,22289,29.282447,-89.576068
22077,Louisiana,Pointe Coupee Parish,19845,30.708319,-91.604621
22079,Louisiana,Rapides Parish,125899,31.193204,-92.535953
22081,Louisiana,Red River Parish,7238,32.101213,-93.34905
22083,Louisiana,Richland Parish,19643,32.413158,-91.748353
22085,Louisiana,Sabine Parish,21746,31.560402,-93.559579
22087,Louisiana,St. Bernard Parish,44783,29.91811,-89.263494
22089,Louisiana,St. Charles Parish,50400,29.905722,-90.357855
22091,Louisiana,St. Helena Parish,10857,30.822539,-90.708307
22093,Louisiana,St. James Parish,19110,30.024777,-90.793956
22095,Louisiana,St. John the Baptist Parish,39694,30.144068,-90.49096
22097,Louisiana,St. Landry Parish,80869,30.583441,-91.989274
22099,Louisiana,St. Martin Parish,51218,30.121433,-91.611481
22101,Louisiana,St. Mary Parish,46799,29.629349,-91.463804
22103,Louisiana,St. Tammany Parish,277615,30.410022,-89.951962
22105,Louisiana,Tangipahoa Parish,139823,30.621348,-90.40649
22107,Louisiana,Tensas Parish,3844,32.001489,-91.342576
22109,Louisiana,Terrebonne Parish,103864,29.33413,-90.843674
22111,Louisiana,Union Parish,20617,32.829349,-92.37565
22113,Louisiana,Vermilion Parish,57641,29.806638,-92.321394
22115,Louisiana,Vernon Parish,45819,31.102841,-93.18833
22117,Louisiana,Washington Parish,45090,30.852144,-90.046253
22119,Louisiana,Webster Parish,35184,32.732152,-93.339825
22121,Louisiana,West Baton Rouge Parish,28425,30.464052,-91.309808
22123,Louisiana,West Carroll Parish,9254,32.79248,-91.451998
22125,Louisiana,West Feliciana Parish,15155,30.873364,-91.421776
22127,Louisiana,Winn Parish,13405,31.941187,-92.641269
23001,Maine,Androscoggin County,115272,44.167681,-70.207435
23003,Maine,Aroostook County,66776,46.709193,-68.612409
23005,Maine,Cumberland County,313809,43.808348,-70.330375
23007,Maine,Franklin County,30902,44.976724,-70.414935
23009,Maine,Hancock County,56946,44.564906,-68.370703
23011,Maine,Kennebec County,128461,44.417012,-69.765764
23013,Maine,Knox County,40981,44.042045,-69.038514
23015,Maine,Lincoln County,36491,43.994781,-69.513624
23017,Maine,Oxford County,60039,44.4945,-70.734421
23019,Maine,Penobscot County,156840,45.409284,-68.666616
23021,Maine,Piscataquis County,17432,45.915639,-69.102231
23023,Maine,Sagadahoc County,37582,43.916845,-69.844227
23025,Maine,Somerset County,51338,45.503646,-69.95611
23027,Maine,Waldo County,40617,44.475023,-69.117429
23029,Maine,Washington County,31383,44.967009,-67.609354
23031,Maine,York County,220143,43.426019,-70.668425
24001,Maryland,Allegany County,67097,39.612313,-78.703104
24003,Maryland,Anne Arundel County,602350,38.991617,-76.560894
24005,Maryland,Baltimore County,852425,39.443167,-76.616569
24009,Maryland,Calvert County,94913,38.522719,-76.529762
24011,Maryland,Caroline County,34248,38.871531,-75.831662
24013,Maryland,Carroll County,177108,39.563328,-77.01533
24015,Maryland,Cecil County,106305,39.562354,-75.941585
24017,Maryland,Charles County,174478,38.472853,-77.015427
24019,Maryland,Dorchester County,33138,38.429196,-76.047433
24021,Maryland,Frederick County,299317,39.470177,-77.397636
24023,Maryland,Garrett County,28393,39.547299,-79.274619
24025,Maryland,Harford County,265514,39.537429,-76.299789
24027,Maryland,Howard County,339668,39.252264,-76.924406
24029,Maryland,Kent County,19557,39.241279,-76.125987
24031,Maryland,Montgomery County,1082273,39.137381,-77.203063
24033,Maryland,Prince George's County,966629,38.829278,-76.848188
24035,Maryland,Queen Anne's County,53688,39.040693,-76.082405
24037,Maryland,St. Mary's County,116469,38.223077,-76.534487
24039,Maryland,Somerset County,25241,38.07445,-75.853323
24041,Maryland,Talbot County,38244,38.748349,-76.178476
24043,Maryland,Washington County,157228,39.603621,-77.814671
24045,Maryland,Wicomico County,106329,38.367368,-75.632084
24047,Maryland,Worcester County,54337,38.222133,-75.309931
24510,Maryland,Baltimore city,568271,39.300032,-76.610476
25001,Massachusetts,Barnstable County,232570,41.706123,-70.164823
25003,Massachusetts,Berkshire County,128726,42.371493,-73.217928
25005,Massachusetts,Bristol County,588593,41.748588,-71.088894
25007,Massachusetts,Dukes County,21061,41.38097,-70.701499
25009,Massachusetts,Essex County,823938,42.642708,-70.864909
25011,Massachusetts,Franklin County,70871,42.584504,-72.591792
25013,Massachusetts,Hampden County,464151,42.136198,-72.635648
25015,Massachusetts,Hampshire County,165399,42.339459,-72.663694
25017,Massachusetts,Middlesex County,1668956,42.481718,-71.394916
25019,Massachusetts,Nantucket County,14670,41.293392,-70.102164
25021,Massachusetts,Norfolk County,740754,42.171738,-71.18111
25023,Massachusetts,Plymouth County,542090,41.987196,-70.741942
25025,Massachusetts,Suffolk County,793144,42.338551,-71.018253
25027,Massachusetts,Worcester County,881248,42.311693,-71.940282
26001,Michigan,Alcona County,10624,44.657509,-83.29458
26003,Michigan,Alger County,8695,46.521736,-86.657119
26005,Michigan,Allegan County,122429,42.421251,-86.261403
26007,Michigan,Alpena County,28903,44.894954,-83.426574
26009,Michigan,Antrim County,24536,45.005455,-85.175639
26011,Michigan,Arenac County,15087,44.036833,-83.740675
26013,Michigan,Baraga County,8169,46.695859,-88.36181
26015,Michigan,Barry County,64025,42.582811,-85.31455
26017,Michigan,Bay County,102651,43.699711,-83.978701
26019,Michigan,Benzie County,18520,44.636844,-86.231999
26021,Michigan,Berrien County,152703,41.791382,-86.742543
26023,Michigan,Branch County,46187,41.918455,-85.066885
26025,Michigan,Calhoun County,133785,42.24299,-85.012385
26027,Michigan,Cass County,51550,41.917243,-86.000142
26029,Michigan,Charlevoix County,26105,45.618554,-85.543684
26031,Michigan,Cheboygan County,25964,45.476022,-84.495431
26033,Michigan,Chippewa County,36253,46.321819,-84.52063
26035,Michigan,Clare County,31405,43.991137,-84.838325
26037,Michigan,Clinton County,80050,42.950455,-84.591695
26039,Michigan,Crawford County,13599,44.680175,-84.611343
26041,Michigan,Delta County,36687,45.805229,-86.901938
26043,Michigan,Dickinson County,25995,46.012833,-87.866139
26045,Michigan,Eaton County,109494,42.58953,-84.84645
26047,Michigan,Emmet County,33949,45.590094,-84.986822
26049,Michigan,Genesee County,402279,43.021077,-83.706372
26051,Michigan,Gladwin County,25995,43.98975,-84.389816
26053,Michigan,Gogebic County,14217,46.488054,-89.788314
26055,Michigan,Grand Traverse County,96625,44.718688,-85.553848
26057,Michigan,Gratiot County,41372,43.292326,-84.60469
26059,Michigan,Hillsdale County,45590,41.927461,-84.637479
26061,Michigan,Houghton County,38041,46.998427,-88.651903
26063,Michigan,Huron County,30780,43.907616,-82.857045
26065,Michigan,Ingham County,290427,42.603534,-84.373811
26067,Michigan,Ionia County,66250,42.94465,-85.073766
26069,Michigan,Iosco County,25361,44.386912,-83.380141
26071,Michigan,Iron County,11709,46.170254,-88.540526
26073,Michigan,Isabella County,65072,43.645233,-84.839424
26075,Michigan,Jackson County,160233,42.248474,-84.420868
26077,Michigan,Kalamazoo County,264780,42.246266,-85.532854
26079,Michigan,Kalkaska County,18618,44.678881,-85.088992
26081,Michigan,Kent County,673002,43.032497,-85.547446
26083,Michigan,Keweenaw County,2161,47.367297,-88.351332
